Year,Ag District,County,Commodity,Value,Precipitation
2006,SOUTHWEST,ALLEGANY,CORN,115,3.019178082
2006,SOUTHWEST,CATTARAUGUS,CORN,94,3.019178082
2006,SOUTHWEST,CHAUTAUQUA,CORN,129,3.019178082
2006,SOUTHWEST,STEUBEN,CORN,135,3.019178082
2006,WESTERN,ERIE,CORN,130,3.019178082
2006,WESTERN,GENESEE,CORN,125,3.019178082
2006,WESTERN,LIVINGSTON,CORN,157,3.019178082
2006,WESTERN,MONROE,CORN,140,3.019178082
2006,WESTERN,NIAGARA,CORN,128,3.019178082
2006,WESTERN,ONTARIO,CORN,132,3.019178082
2006,WESTERN,ORLEANS,CORN,136,3.019178082
2006,WESTERN,SENECA,CORN,126,3.019178082
2006,WESTERN,WAYNE,CORN,122,3.019178082
2006,WESTERN,WYOMING,CORN,140,3.019178082
2006,WESTERN,YATES,CORN,132,3.019178082
2005,CENTRAL,CAYUGA,CORN,152,3.01369863
2005,CENTRAL,CHENANGO,CORN,124,3.01369863
2005,CENTRAL,CORTLAND,CORN,91,3.01369863
2005,CENTRAL,HERKIMER,CORN,128,3.01369863
2005,CENTRAL,MADISON,CORN,127,3.01369863
2005,CENTRAL,ONEIDA,CORN,145,3.01369863
2005,CENTRAL,ONONDAGA,CORN,136,3.01369863
2005,CENTRAL,OSWEGO,CORN,139,3.01369863
2005,CENTRAL,OTSEGO,CORN,105,3.01369863
2005,EASTERN,ALBANY,CORN,102,3.01369863
2005,EASTERN,FULTON,CORN,116,3.01369863
2005,EASTERN,MONTGOMERY,CORN,98,3.01369863
2005,EASTERN,RENSSELAER,CORN,88,3.01369863
2005,EASTERN,SARATOGA,CORN,104,3.01369863
2005,EASTERN,SCHENECTADY,CORN,98,3.01369863
2005,EASTERN,SCHOHARIE,CORN,118,3.01369863
2005,EASTERN,WASHINGTON,CORN,107,3.01369863
2005,LONG ISLAND,SUFFOLK,CORN,83,3.01369863
2005,NORTHEAST,CLINTON,CORN,164,3.01369863
2005,NORTHEAST,ESSEX,CORN,109,3.01369863
2005,NORTHEAST,FRANKLIN,CORN,161,3.01369863
2005,NORTHEAST,WARREN,CORN,0,3.01369863
2005,NORTHERN,JEFFERSON,CORN,113,3.01369863
2005,NORTHERN,LEWIS,CORN,126,3.01369863
2005,NORTHERN,ST LAWRENCE,CORN,126,3.01369863
2005,SOUTHEAST,COLUMBIA,CORN,150,3.01369863
2005,SOUTHEAST,DELAWARE,CORN,116,3.01369863
2005,SOUTHEAST,DUTCHESS,CORN,141,3.01369863
2005,SOUTHEAST,GREENE,CORN,113,3.01369863
2005,SOUTHEAST,ORANGE,CORN,72,3.01369863
2005,SOUTHEAST,SULLIVAN,CORN,81,3.01369863
2005,SOUTHEAST,ULSTER,CORN,141,3.01369863
2005,SOUTHERN,BROOME,CORN,134,3.01369863
2005,SOUTHERN,CHEMUNG,CORN,129,3.01369863
2005,SOUTHERN,SCHUYLER,CORN,112,3.01369863
2005,SOUTHERN,TIOGA,CORN,78,3.01369863
2005,SOUTHERN,TOMPKINS,CORN,99,3.01369863
2005,SOUTHWEST,ALLEGANY,CORN,105,3.01369863
2005,SOUTHWEST,CATTARAUGUS,CORN,58,3.01369863
2005,SOUTHWEST,CHAUTAUQUA,CORN,62,3.01369863
2005,SOUTHWEST,STEUBEN,CORN,116,3.01369863
2005,WESTERN,ERIE,CORN,139,3.01369863
2005,WESTERN,GENESEE,CORN,146,3.01369863
2005,WESTERN,LIVINGSTON,CORN,113,3.01369863
2005,WESTERN,MONROE,CORN,92,3.01369863
2005,WESTERN,NIAGARA,CORN,166,3.01369863
2005,WESTERN,ONTARIO,CORN,152,3.01369863
2005,WESTERN,ORLEANS,CORN,126,3.01369863
2005,WESTERN,SENECA,CORN,138,3.01369863
2005,WESTERN,WAYNE,CORN,120,3.01369863
2005,WESTERN,WYOMING,CORN,89,3.01369863
2005,WESTERN,YATES,CORN,138,3.01369863
2004,CENTRAL,CAYUGA,CORN,124,3.076712329
2004,CENTRAL,CHENANGO,CORN,136,3.076712329
2004,CENTRAL,CORTLAND,CORN,106,3.076712329
2004,CENTRAL,HERKIMER,CORN,124,3.076712329
2004,CENTRAL,MADISON,CORN,92,3.076712329
2004,CENTRAL,ONEIDA,CORN,129,3.076712329
2004,CENTRAL,ONONDAGA,CORN,124,3.076712329
2004,CENTRAL,OSWEGO,CORN,89,3.076712329
2004,CENTRAL,OTSEGO,CORN,115,3.076712329
2004,EASTERN,ALBANY,CORN,91,3.076712329
2004,EASTERN,FULTON,CORN,126,3.076712329
2004,EASTERN,MONTGOMERY,CORN,126,3.076712329
2004,EASTERN,RENSSELAER,CORN,123,3.076712329
2004,EASTERN,SARATOGA,CORN,119,3.076712329
2004,EASTERN,SCHENECTADY,CORN,112,3.076712329
2004,EASTERN,SCHOHARIE,CORN,154,3.076712329
2004,EASTERN,WASHINGTON,CORN,114,3.076712329
2004,LONG ISLAND,SUFFOLK,CORN,151,3.076712329
2004,NORTHEAST,CLINTON,CORN,163,3.076712329
2004,NORTHEAST,ESSEX,CORN,150,3.076712329
2004,NORTHEAST,FRANKLIN,CORN,122,3.076712329
2004,NORTHEAST,WARREN,CORN,0,3.076712329
2004,NORTHERN,JEFFERSON,CORN,114,3.076712329
2004,NORTHERN,LEWIS,CORN,144,3.076712329
2004,NORTHERN,ST LAWRENCE,CORN,134,3.076712329
2004,SOUTHEAST,COLUMBIA,CORN,138,3.076712329
2004,SOUTHEAST,DELAWARE,CORN,97,3.076712329
2004,SOUTHEAST,DUTCHESS,CORN,129,3.076712329
2004,SOUTHEAST,GREENE,CORN,86,3.076712329
2004,SOUTHEAST,ORANGE,CORN,104,3.076712329
2004,SOUTHEAST,SULLIVAN,CORN,86,3.076712329
2004,SOUTHEAST,ULSTER,CORN,103,3.076712329
2004,SOUTHERN,BROOME,CORN,114,3.076712329
2004,SOUTHERN,CHEMUNG,CORN,125,3.076712329
2004,SOUTHERN,SCHUYLER,CORN,81,3.076712329
2004,SOUTHERN,TIOGA,CORN,116,3.076712329
2004,SOUTHERN,TOMPKINS,CORN,120,3.076712329
2004,SOUTHWEST,ALLEGANY,CORN,99,3.076712329
2004,SOUTHWEST,CATTARAUGUS,CORN,94,3.076712329
2004,SOUTHWEST,CHAUTAUQUA,CORN,86,3.076712329
2004,SOUTHWEST,STEUBEN,CORN,109,3.076712329
2004,WESTERN,ERIE,CORN,119,3.076712329
2004,WESTERN,GENESEE,CORN,136,3.076712329
2004,WESTERN,LIVINGSTON,CORN,125,3.076712329
2004,WESTERN,MONROE,CORN,117,3.076712329
2004,WESTERN,NIAGARA,CORN,123,3.076712329
2004,WESTERN,ONTARIO,CORN,118,3.076712329
2004,WESTERN,ORLEANS,CORN,131,3.076712329
2004,WESTERN,SENECA,CORN,144,3.076712329
2004,WESTERN,WAYNE,CORN,128,3.076712329
2004,WESTERN,WYOMING,CORN,116,3.076712329
2004,WESTERN,YATES,CORN,111,3.076712329
2003,CENTRAL,CAYUGA,CORN,125,2.895890411
2003,CENTRAL,CHENANGO,CORN,129,2.895890411
2003,CENTRAL,CORTLAND,CORN,119,2.895890411
2003,CENTRAL,HERKIMER,CORN,117,2.895890411
2003,CENTRAL,MADISON,CORN,114,2.895890411
2003,CENTRAL,ONEIDA,CORN,114,2.895890411
2003,CENTRAL,ONONDAGA,CORN,119,2.895890411
2003,CENTRAL,OSWEGO,CORN,100,2.895890411
2003,CENTRAL,OTSEGO,CORN,112,2.895890411
2003,EASTERN,ALBANY,CORN,131,2.895890411
2003,EASTERN,FULTON,CORN,144,2.895890411
2003,EASTERN,MONTGOMERY,CORN,115,2.895890411
2003,EASTERN,RENSSELAER,CORN,136,2.895890411
2003,EASTERN,SARATOGA,CORN,142,2.895890411
2003,EASTERN,SCHENECTADY,CORN,101,2.895890411
2003,EASTERN,SCHOHARIE,CORN,94,2.895890411
2003,EASTERN,WASHINGTON,CORN,138,2.895890411
2003,LONG ISLAND,SUFFOLK,CORN,120,2.895890411
2003,NORTHEAST,CLINTON,CORN,106,2.895890411
2003,NORTHEAST,ESSEX,CORN,109,2.895890411
2003,NORTHEAST,FRANKLIN,CORN,110,2.895890411
2003,NORTHEAST,OTHER (COMBINED) COUNTIES,CORN,0,2.895890411
2003,NORTHERN,JEFFERSON,CORN,114,2.895890411
2003,NORTHERN,LEWIS,CORN,96,2.895890411
2003,NORTHERN,ST LAWRENCE,CORN,119,2.895890411
2003,SOUTHEAST,COLUMBIA,CORN,124,2.895890411
2003,SOUTHEAST,DELAWARE,CORN,108,2.895890411
2003,SOUTHEAST,DUTCHESS,CORN,114,2.895890411
2003,SOUTHEAST,GREENE,CORN,83,2.895890411
2003,SOUTHEAST,ORANGE,CORN,91,2.895890411
2003,SOUTHEAST,SULLIVAN,CORN,89,2.895890411
2003,SOUTHEAST,ULSTER,CORN,139,2.895890411
2003,SOUTHERN,BROOME,CORN,101,2.895890411
2003,SOUTHERN,CHEMUNG,CORN,110,2.895890411
2003,SOUTHERN,SCHUYLER,CORN,95,2.895890411
2003,SOUTHERN,TIOGA,CORN,73,2.895890411
2003,SOUTHERN,TOMPKINS,CORN,105,2.895890411
2003,SOUTHWEST,ALLEGANY,CORN,128,2.895890411
2003,SOUTHWEST,CATTARAUGUS,CORN,104,2.895890411
2003,SOUTHWEST,CHAUTAUQUA,CORN,111,2.895890411
2003,SOUTHWEST,STEUBEN,CORN,116,2.895890411
2003,WESTERN,ERIE,CORN,111,2.895890411
2003,WESTERN,GENESEE,CORN,132,2.895890411
2003,WESTERN,LIVINGSTON,CORN,136,2.895890411
2003,WESTERN,MONROE,CORN,126,2.895890411
2003,WESTERN,NIAGARA,CORN,115,2.895890411
2003,WESTERN,ONTARIO,CORN,125,2.895890411
2003,WESTERN,ORLEANS,CORN,122,2.895890411
2003,WESTERN,SENECA,CORN,131,2.895890411
2003,WESTERN,WAYNE,CORN,124,2.895890411
2003,WESTERN,WYOMING,CORN,126,2.895890411
2003,WESTERN,YATES,CORN,122,2.895890411
2002,CENTRAL,CAYUGA,CORN,94,2.210958904
2002,CENTRAL,CHENANGO,CORN,94,2.210958904
2002,CENTRAL,CORTLAND,CORN,75,2.210958904
2002,CENTRAL,HERKIMER,CORN,108,2.210958904
2002,CENTRAL,MADISON,CORN,99,2.210958904
2002,CENTRAL,ONEIDA,CORN,101,2.210958904
2002,CENTRAL,ONONDAGA,CORN,98,2.210958904
2002,CENTRAL,OSWEGO,CORN,94,2.210958904
2002,CENTRAL,OTSEGO,CORN,93,2.210958904
2002,EASTERN,ALBANY,CORN,83,2.210958904
2002,EASTERN,FULTON,CORN,103,2.210958904
2002,EASTERN,MONTGOMERY,CORN,99,2.210958904
2002,EASTERN,RENSSELAER,CORN,104,2.210958904
2002,EASTERN,SARATOGA,CORN,112,2.210958904
2002,EASTERN,SCHENECTADY,CORN,0,2.210958904
2002,EASTERN,SCHOHARIE,CORN,124,2.210958904
2002,EASTERN,WASHINGTON,CORN,98,2.210958904
2002,LONG ISLAND,SUFFOLK,CORN,91,2.210958904
2002,NORTHEAST,CLINTON,CORN,125,2.210958904
2002,NORTHEAST,ESSEX,CORN,0,2.210958904
2002,NORTHEAST,FRANKLIN,CORN,119,2.210958904
2002,NORTHERN,JEFFERSON,CORN,115,2.210958904
2002,NORTHERN,LEWIS,CORN,92,2.210958904
2002,NORTHERN,ST LAWRENCE,CORN,85,2.210958904
2002,SOUTHEAST,COLUMBIA,CORN,87,2.210958904
2002,SOUTHEAST,DELAWARE,CORN,83,2.210958904
2002,SOUTHEAST,DUTCHESS,CORN,99,2.210958904
2002,SOUTHEAST,GREENE,CORN,78,2.210958904
2002,SOUTHEAST,ORANGE,CORN,81,2.210958904
2002,SOUTHEAST,SULLIVAN,CORN,74,2.210958904
2002,SOUTHEAST,ULSTER,CORN,91,2.210958904
2002,SOUTHERN,BROOME,CORN,110,2.210958904
2002,SOUTHERN,CHEMUNG,CORN,92,2.210958904
2002,SOUTHERN,SCHUYLER,CORN,130,2.210958904
2002,SOUTHERN,TIOGA,CORN,87,2.210958904
2002,SOUTHERN,TOMPKINS,CORN,87,2.210958904
2002,SOUTHWEST,ALLEGANY,CORN,100,2.210958904
2002,SOUTHWEST,CATTARAUGUS,CORN,117,2.210958904
2002,SOUTHWEST,CHAUTAUQUA,CORN,113,2.210958904
2002,SOUTHWEST,STEUBEN,CORN,91,2.210958904
2002,WESTERN,ERIE,CORN,105,2.210958904
2002,WESTERN,GENESEE,CORN,101,2.210958904
2002,WESTERN,LIVINGSTON,CORN,115,2.210958904
2002,WESTERN,MONROE,CORN,91,2.210958904
2002,WESTERN,NIAGARA,CORN,86,2.210958904
2002,WESTERN,ONTARIO,CORN,84,2.210958904
2002,WESTERN,ORLEANS,CORN,95,2.210958904
2002,WESTERN,SENECA,CORN,84,2.210958904
2002,WESTERN,WAYNE,CORN,88,2.210958904
2002,WESTERN,WYOMING,CORN,123,2.210958904
2002,WESTERN,YATES,CORN,86,2.210958904
2001,CENTRAL,CAYUGA,CORN,132,2.884931507
2001,CENTRAL,CHENANGO,CORN,107,2.884931507
2001,CENTRAL,CORTLAND,CORN,119,2.884931507
2001,CENTRAL,HERKIMER,CORN,121,2.884931507
2001,CENTRAL,MADISON,CORN,103,2.884931507
2001,CENTRAL,ONEIDA,CORN,111,2.884931507
2001,CENTRAL,ONONDAGA,CORN,116,2.884931507
2001,CENTRAL,OSWEGO,CORN,95,2.884931507
2001,CENTRAL,OTSEGO,CORN,105,2.884931507
2001,EASTERN,ALBANY,CORN,83,2.884931507
2001,EASTERN,FULTON,CORN,114,2.884931507
2001,EASTERN,MONTGOMERY,CORN,112,2.884931507
2001,EASTERN,RENSSELAER,CORN,92,2.884931507
2001,EASTERN,SARATOGA,CORN,120,2.884931507
2001,EASTERN,SCHENECTADY,CORN,112,2.884931507
2001,EASTERN,SCHOHARIE,CORN,121,2.884931507
2001,EASTERN,WASHINGTON,CORN,125,2.884931507
2001,LONG ISLAND,SUFFOLK,CORN,132,2.884931507
2001,NORTHEAST,CLINTON,CORN,120,2.884931507
2001,NORTHEAST,ESSEX,CORN,114,2.884931507
2001,NORTHEAST,FRANKLIN,CORN,107,2.884931507
2001,NORTHEAST,OTHER (COMBINED) COUNTIES,CORN,114,2.884931507
2001,NORTHERN,JEFFERSON,CORN,95,2.884931507
2001,NORTHERN,LEWIS,CORN,126,2.884931507
2001,NORTHERN,ST LAWRENCE,CORN,79,2.884931507
2001,SOUTHEAST,COLUMBIA,CORN,97,2.884931507
2001,SOUTHEAST,DELAWARE,CORN,91,2.884931507
2001,SOUTHEAST,DUTCHESS,CORN,115,2.884931507
2001,SOUTHEAST,GREENE,CORN,99,2.884931507
2001,SOUTHEAST,ORANGE,CORN,88,2.884931507
2001,SOUTHEAST,OTHER (COMBINED) COUNTIES,CORN,105,2.884931507
2001,SOUTHEAST,SULLIVAN,CORN,76,2.884931507
2001,SOUTHEAST,ULSTER,CORN,114,2.884931507
2001,SOUTHERN,BROOME,CORN,103,2.884931507
2001,SOUTHERN,CHEMUNG,CORN,94,2.884931507
2001,SOUTHERN,SCHUYLER,CORN,102,2.884931507
2001,SOUTHERN,TIOGA,CORN,93,2.884931507
2001,SOUTHERN,TOMPKINS,CORN,110,2.884931507
2001,SOUTHWEST,ALLEGANY,CORN,95,2.884931507
2001,SOUTHWEST,CATTARAUGUS,CORN,78,2.884931507
2001,SOUTHWEST,CHAUTAUQUA,CORN,88,2.884931507
2001,SOUTHWEST,STEUBEN,CORN,87,2.884931507
2001,WESTERN,ERIE,CORN,89,2.884931507
2001,WESTERN,GENESEE,CORN,103,2.884931507
2001,WESTERN,LIVINGSTON,CORN,90,2.884931507
2001,WESTERN,MONROE,CORN,104,2.884931507
2001,WESTERN,NIAGARA,CORN,88,2.884931507
2001,WESTERN,ONTARIO,CORN,110,2.884931507
2001,WESTERN,ORLEANS,CORN,106,2.884931507
2001,WESTERN,SENECA,CORN,113,2.884931507
2001,WESTERN,WAYNE,CORN,103,2.884931507
2001,WESTERN,WYOMING,CORN,103,2.884931507
2001,WESTERN,YATES,CORN,98,2.884931507
2000,CENTRAL,CAYUGA,CORN,99,2.457534247
2000,CENTRAL,CHENANGO,CORN,99,2.457534247
2000,CENTRAL,CORTLAND,CORN,83,2.457534247
2000,CENTRAL,HERKIMER,CORN,83,2.457534247
2000,CENTRAL,MADISON,CORN,105,2.457534247
2000,CENTRAL,ONEIDA,CORN,94,2.457534247
2000,CENTRAL,ONONDAGA,CORN,94,2.457534247
2000,CENTRAL,OSWEGO,CORN,88,2.457534247
2000,CENTRAL,OTSEGO,CORN,85,2.457534247
2000,EASTERN,ALBANY,CORN,86,2.457534247
2000,EASTERN,FULTON,CORN,80,2.457534247
2000,EASTERN,MONTGOMERY,CORN,87,2.457534247
2000,EASTERN,RENSSELAER,CORN,88,2.457534247
2000,EASTERN,SARATOGA,CORN,83,2.457534247
2000,EASTERN,SCHENECTADY,CORN,81,2.457534247
2000,EASTERN,SCHOHARIE,CORN,90,2.457534247
2000,EASTERN,WASHINGTON,CORN,88,2.457534247
2000,LONG ISLAND,SUFFOLK,CORN,115,2.457534247
2000,NORTHEAST,CLINTON,CORN,98,2.457534247
2000,NORTHEAST,ESSEX,CORN,94,2.457534247
2000,NORTHEAST,FRANKLIN,CORN,91,2.457534247
2000,NORTHEAST,OTHER (COMBINED) COUNTIES,CORN,94,2.457534247
2000,NORTHERN,JEFFERSON,CORN,96,2.457534247
2000,NORTHERN,LEWIS,CORN,87,2.457534247
2000,NORTHERN,ST LAWRENCE,CORN,101,2.457534247
2000,SOUTHEAST,COLUMBIA,CORN,99,2.457534247
2000,SOUTHEAST,DELAWARE,CORN,90,2.457534247
2000,SOUTHEAST,DUTCHESS,CORN,85,2.457534247
2000,SOUTHEAST,GREENE,CORN,76,2.457534247
2000,SOUTHEAST,ORANGE,CORN,75,2.457534247
2000,SOUTHEAST,SULLIVAN,CORN,73,2.457534247
2000,SOUTHEAST,ULSTER,CORN,72,2.457534247
2000,SOUTHERN,BROOME,CORN,93,2.457534247
2000,SOUTHERN,CHEMUNG,CORN,84,2.457534247
2000,SOUTHERN,SCHUYLER,CORN,87,2.457534247
2000,SOUTHERN,TIOGA,CORN,89,2.457534247
2000,SOUTHERN,TOMPKINS,CORN,76,2.457534247
2000,SOUTHWEST,ALLEGANY,CORN,103,2.457534247
2000,SOUTHWEST,CATTARAUGUS,CORN,97,2.457534247
2000,SOUTHWEST,CHAUTAUQUA,CORN,104,2.457534247
2000,SOUTHWEST,STEUBEN,CORN,91,2.457534247
2000,WESTERN,ERIE,CORN,106,2.457534247
2000,WESTERN,GENESEE,CORN,105,2.457534247
2000,WESTERN,LIVINGSTON,CORN,109,2.457534247
2000,WESTERN,MONROE,CORN,100,2.457534247
2000,WESTERN,NIAGARA,CORN,95,2.457534247
2000,WESTERN,ONTARIO,CORN,104,2.457534247
2000,WESTERN,ORLEANS,CORN,103,2.457534247
2000,WESTERN,SENECA,CORN,95,2.457534247
2000,WESTERN,WAYNE,CORN,99,2.457534247
2000,WESTERN,WYOMING,CORN,105,2.457534247
2000,WESTERN,YATES,CORN,98,2.457534247
